Time_1	F_1:1	D_1:1	F_1:3	D_1:3	F_1:5	D_1:5	F_1:7	D_1:7	F_1:9	D_1:9	F_1:11	D_1:11	F_1:13	D_1:13
-8881.8616185654	20.3454348007217	0.463071887273829	14.0828726602452	-0.0812126008663022	15.0774357010565	-0.142309546493648	15.7831722590987	0.263875467973121	14.298617637131	0.330391362853317	13.1935234149939	0.0228902010451288	19.9240791701525	2.15689679836631
-8876.31267964281	20.6472551738843	0.48395670828876	14.4253234006822	-0.119868155827526	15.5467010860285	-0.16258150602293	16.0739355297406	0.234849094881126	14.5137369741733	0.269266800121711	13.1701359808633	-0.10435974701565	18.7977668065462	1.56970834203567
-8871.01937388908	21.0583965582773	0.49876202432131	14.5910809201854	-0.173656874647627	15.7150202480098	-0.196834510624497	16.3727904353205	0.17237023146984	14.7528688586154	0.24557933099423	13.4293136324584	-0.152588356931276	19.4162830946704	1.58525777288486
-8865.7161871288	21.3063745424151	0.510186392697678	14.9272736385822	-0.21472293610227	16.0296965745234	-0.275638417552854	16.6342730923867	0.172615996155896	14.9582130512991	0.217945784898445	13.6641315708295	-0.153826044610768	19.4537601220088	1.56214104759792
-8860.41599585116	21.5720661347732	0.583408118613194	15.4161411294447	-0.348263616881462	16.1451215785884	-0.305037894744813	16.8323518588518	0.11023182264084	15.220340046757	0.205872153539798	13.9047298775665	-0.185678806783031	19.6478192326137	1.4614406878539
-8855.11885160487	21.9122164295986	0.456296471805901	15.5022380923586	-0.369763881346182	16.4926362347743	-0.338207832268053	17.0272858150748	0.0955748098311333	15.4884168714021	0.158566477993117	14.0986039291917	-0.230059095631632	19.9276014711015	1.45660543764102
-8849.8196114637	22.1213139807805	0.416858526130058	15.7614985412964	-0.360881440085131	16.824925185456	-0.35144146659148	17.2577105704609	0.0743350847027373	15.6289622371133	0.129339561321513	14.233041994157	-0.267208389838132	20.0203104215341	1.46083723088302
-8844.51554963272	22.4934188621119	0.375426962427186	16.0163543404745	-0.417097581946359	17.0217927393456	-0.375851344590713	17.4786642180403	0.020715796499998	15.8189510712755	0.100686937678515	14.4705378635551	-0.268801312388206	20.1455126022085	1.24377411592055
-8839.2107516611	22.8708664914593	0.374506927195116	16.2836556093501	-0.489731721695215	17.2662229401013	-0.384596506785313	17.6979768571492	0.0141140963825124	16.037738868899	0.0804210014667438	14.6438883365742	-0.293771282505063	20.3172139469418	1.26566923071683
-8833.90731658693	23.1497272988781	0.337990496431816	16.4934190499642	-0.557945700140231	17.4396177728614	-0.466491597232376	17.8157780465718	-0.0391551574371802	16.2148170108331	0.0506444703517251	14.8635920332424	-0.360519892566388	20.5165312360279	1.28140483581187
-8828.60712468065	23.3606089483947	0.260225737188138	16.8567069142171	-0.533505027548835	17.6458433401727	-0.489809044324785	17.9767554750843	-0.0182901583108488	16.3834277608062	0.0201325048369346	15.0102279577934	-0.380361630152138	20.7967544503106	1.22159279169786
-8823.30626767036	23.6175880962983	0.195903670753639	16.87029971248	-0.58561053476796	17.8248134438833	-0.509360034082745	18.2407385619004	-0.0401418954327268	16.5382079913948	0.00961349448028892	15.0880909249374	-0.373969901440959	20.8577737259345	1.2203291624751
-8817.99988048989	23.8389843553305	0.187035314354889	17.1629804894686	-0.64712900677369	17.9138009686909	-0.540955365693306	18.3888528631647	-0.0713723249243556	16.7344437052544	0.00538506489983825	15.4008401956259	-0.389504868155087	21.3418763264037	1.12479635705916
-8812.69831122737	24.0441623106599	0.139582351048604	17.4303801575409	-0.654777586427621	18.1019510378083	-0.535225293389756	18.6045176948201	-0.0777237412334855	16.8808457124301	-0.039370927429618	15.4791781244141	-0.389833552042334	21.1269883686702	1.12548354472178
-8807.39711726457	24.1805151645094	0.0779835830201723	17.6486354290554	-0.719761457639998	18.3583216463172	-0.603522375886725	18.7065190584977	-0.10703183450923	16.9840642877485	-0.0461054090640142	15.6096193626711	-0.425562653720974	21.2512213331172	1.12546381904683
