Time_3	F_3:1	D_3:1	F_3:3	D_3:3	F_3:5	D_3:5	F_3:7	D_3:7	F_3:9	D_3:9	F_3:11	D_3:11
-3619.18092319742	48.6628250032663	6.03143979633085	36.7904382727152	-4.53678520539416	33.5181237448894	-4.5096618047073	32.0244783684522	-3.82972169596064	30.4893883300472	-3.56742427931636	28.448458617606	-3.23669416020648
-3614.601604091	48.6924663381651	6.01454135551772	36.7315533776191	-4.45205198776817	33.6214687046551	-4.51267587614053	31.9881659831232	-3.83827727560878	30.4815756379878	-3.57323343751857	28.4132574744714	-3.24521579407709
-3610.02940750681	48.7198030278087	6.04078165176127	36.7423614642626	-4.44691095653051	33.6741998677096	-4.49469387120784	32.0507792883597	-3.84060512277046	30.5176648770091	-3.57246513732341	28.4762159202097	-3.24011388923216
-3605.46208416112	48.7842346718535	5.98826119520122	36.7398538260763	-4.51613348010725	33.6248181019866	-4.53011125482684	32.0918761459754	-3.86815335378321	30.5171464598164	-3.55985014867368	28.5216213209575	-3.23804991077237
-3600.8971433714	48.8076973641291	6.00746413224464	36.7436651004214	-4.45991295488651	33.6861592140937	-4.46763492911524	32.035633576759	-3.85582238022108	30.5134432836687	-3.56760696210093	28.4849983781088	-3.254622432008
-3596.329821283	48.6527922516689	6.01634610220502	36.8207544846196	-4.49503059961462	33.5442319338164	-4.5393178192841	32.099768825931	-3.82983821583723	30.5002306268596	-3.57392365933682	28.5172966036795	-3.26309487018502
-3591.76599947736	48.6708669029176	6.00382702773048	36.6507370962804	-4.48808277757903	33.5630157184743	-4.53063756315308	32.045333210902	-3.84711963528239	30.5329407990955	-3.5690654343854	28.4420824378241	-3.22198016010282
-3587.19942987431	48.8157839057967	6.00228211849303	36.7828268775452	-4.52630452749276	33.6404905711258	-4.5262809913684	32.1007199478911	-3.82812141873422	30.5177778700306	-3.57166906787655	28.4637136129683	-3.25264591842814
-3582.63185570017	48.7697792183608	6.05567981820632	36.6426432871926	-4.51205284416017	33.6115556550169	-4.55987786406826	32.0463431275227	-3.8335020298584	30.541645988754	-3.57955719535643	28.50464840391	-3.23668118879099
-3578.06578838266	48.8277757372707	6.04326019624584	36.7381758367378	-4.50313860194513	33.6025751789054	-4.5022710721969	32.0540038081064	-3.82577494599084	30.5134891188129	-3.58008924551065	28.5014783186858	-3.23389128181039
-3573.49921815097	48.8477323111147	6.01764602233458	36.8300110282112	-4.49669532206733	33.4760158223055	-4.53314250739664	32.0885491073043	-3.82605288350359	30.5610504356671	-3.55386389167372	28.4717677949017	-3.24661363350492
-3568.93539508805	48.8584004193544	6.0308888191065	36.8676251918432	-4.50158216724319	33.6240327407561	-4.53003171877058	32.0619871829151	-3.83372494411088	30.5405490720584	-3.56950141729802	28.5076818271983	-3.2439279551411
-3564.35332252644	48.7671107593924	6.04374548399038	36.7294940812249	-4.45526786772809	33.5586735923732	-4.51159667091552	32.0401518355436	-3.82498964637406	30.5499590791908	-3.580738665931	28.4554849418238	-3.24837268763255
-3559.78862942196	48.8326112944633	5.98792321864242	36.7418880636847	-4.51789472208279	33.5894963090265	-4.54569042367854	32.105977921605	-3.85526710527626	30.5432749530658	-3.57890518534861	28.4916946985019	-3.2650842436145
-3555.21705770865	48.7788434159011	6.02998996955147	36.7226363979635	-4.54898954384925	33.6060193073892	-4.49484993060754	32.0754557070897	-3.8474900829284	30.5455348341977	-3.57215472614371	28.5513452740744	-3.27728756522145
-3550.59294969309	48.8563939388841	6.04539629795834	36.7855361458269	-4.48379653863865	33.6010888409757	-4.49609612443215	32.0673332278131	-3.85179378221608	30.577697624695	-3.57764925869185	28.5070280143674	-3.25388227443614
-3546.0050112661	48.7721725348383	6.01449866229096	36.8325557181347	-4.46701675698098	33.6248301212633	-4.5250957868687	32.1068819378017	-3.84270345645317	30.5465951213553	-3.57274636096966	28.5084097082832	-3.22936946697887
-3541.4207221102	48.9508990906179	6.046335025213	36.68880482332	-4.4912526872623	33.5825939391695	-4.52367040585927	32.1049244499543	-3.84768085544625	30.5512893555213	-3.57313445623227	28.5489583952373	-3.24889967891732
-3536.83376688045	48.801263471134	6.03538861626503	36.7875764898067	-4.54972738239969	33.591464137002	-4.54382830182582	32.0743926167399	-3.85171555982468	30.5898883888438	-3.57312485336269	28.4606518077091	-3.25267727351392
-3532.24083262961	48.8567826384678	6.01500576581394	36.7667392846552	-4.52301897987722	33.5889848408244	-4.53492801296742	32.1075836047441	-3.82291031994642	30.5595058748438	-3.57334525243633	28.4554748117436	-3.23905725160382
-3527.64226448257	48.8513087313622	6.03034727311347	36.7718581452077	-4.46877957495463	33.6852795262777	-4.54603202021892	32.1400935309186	-3.83732430534635	30.5533822741093	-3.58085145255926	28.551310893709	-3.24948580751295
-3523.07681574952	48.8058932386339	6.00281627558336	36.7424388590312	-4.52616861239148	33.7394968708001	-4.53153488251525	32.1425306041239	-3.86484474143072	30.5643953796209	-3.56344992287517	28.5488049275006	-3.23330236832847
-3518.5121220164	48.9094118149951	5.98685140692071	36.8189445877183	-4.47452643274256	33.679358507409	-4.50228013380869	32.0834218636066	-3.80994805347604	30.5476165363505	-3.56918345374547	28.5282809777206	-3.24871172165469
-3513.91797825694	48.8817514032125	6.02128634307637	36.8201826513168	-4.45420372488656	33.6309937369967	-4.53585877775254	32.0929935308352	-3.84543392813946	30.6131241511287	-3.58085282817131	28.551051190853	-3.24784606232397
-3509.33635454625	48.846323531121	5.99592211850716	36.7935891226289	-4.51976199060381	33.6879194286609	-4.55616935603397	32.1226089926615	-3.85947706242064	30.5828173830426	-3.55995446859027	28.546153758282	-3.24836820267242
-3504.76940901484	48.8928793082014	6.0065387894886	36.686656330437	-4.49091371477344	33.614554488375	-4.53726686099024	32.1248111841844	-3.85863778827001	30.5956447736405	-3.56258200928044	28.5213651022638	-3.22451753590081
-3500.20558972377	48.8077500332147	6.05565340821697	36.8398080033917	-4.4710733501448	33.6709058565045	-4.47453194833964	32.1042995058976	-3.83678327378298	30.5912239617094	-3.57663301968738	28.5630421593297	-3.24078463073938
-3495.62626810279	48.8831124035642	6.05270533229286	36.8363427793342	-4.51649142961077	33.6324778971218	-4.54544206205782	32.1493006806201	-3.85830571542187	30.603330031797	-3.57524219857168	28.5700068164466	-3.2521513266473
-3491.06207476929	48.8929421454668	6.01099633699987	36.8553929881859	-4.51702044396542	33.7303581465923	-4.56329153187543	32.1438036678003	-3.83097142514246	30.5965942027817	-3.56471646421257	28.6460905090841	-3.24874120798715
-3486.49887783453	48.8017615098506	6.06223397099824	36.8152044235771	-4.48880488214855	33.6988981489978	-4.5029353049321	32.1507236638151	-3.83174812398433	30.6096426579009	-3.56832455457864	28.5587528329871	-3.26194738211921
-3481.91801603884	48.909880832769	6.00210966554731	36.8056873741602	-4.50435246044751	33.8118528154634	-4.50981786469826	32.1140780661701	-3.83486368647845	30.6235090410694	-3.59231898659859	28.5615746299842	-3.23417909189993
-3477.35148415435	48.9273637952283	6.02447428877109	36.7700024216479	-4.50696760093278	33.6324886095665	-4.5251566082124	32.1265383085945	-3.80882303963202	30.6254834051909	-3.56620196276085	28.6428606464971	-3.27001615953837
-3472.7885418199	49.0257210619748	6.02506965202342	36.8286266556984	-4.44384397080564	33.7567387399219	-4.55032536948918	32.2028678176568	-3.82188014386244	30.6089069585981	-3.57643798523813	28.6587736920388	-3.26798329915683
-3468.21871521883	48.9879735913128	6.04016172225697	36.82250266029	-4.45261801662986	33.7326936212323	-4.53295059210752	32.1331798317089	-3.82621188067484	30.5831869690931	-3.57277164655719	28.6026561221803	-3.22378269936099
-3463.65352171473	48.9686433123425	6.0054530981452	36.8107978192825	-4.49693154097756	33.7686348517379	-4.5188377753874	32.1664035415986	-3.86323231019895	30.6484995988656	-3.58127083940095	28.6259178142169	-3.25093984227574
-3459.08407795709	48.9115640502423	6.0293265434497	36.9274451018978	-4.45715575780469	33.7057374899229	-4.5285004769724	32.1369521245271	-3.82011810119396	30.6054515995231	-3.56669326250712	28.6305948071373	-3.26019798079131
-3454.51675775461	48.9037784216926	6.04137535719979	36.8117182099927	-4.45804779991125	33.6755086538339	-4.47802465649918	32.164041787377	-3.80843824363652	30.641733602449	-3.57813667480697	28.7007659675911	-3.26634571104429
-3449.93068639655	48.9301268290728	6.03327160916409	36.827441444656	-4.50823801491021	33.6828520146152	-4.49794494833959	32.1776559810466	-3.81760333016879	30.6393961922311	-3.56981891274939	28.6494965697745	-3.2757943871574
-3445.36061651073	48.9553592838347	6.02483721696113	36.8721558253324	-4.48180130898854	33.7840519581875	-4.52837583328131	32.1497568445459	-3.81167677201784	30.6207138845637	-3.56345189174036	28.6634050332201	-3.2802806218041
-3440.78067064751	48.9572826689109	6.01319835328404	36.8725158342827	-4.46051821901208	33.7540520396971	-4.55971518252571	32.1985127851278	-3.84026605554897	30.6742147628782	-3.57162718689378	28.6002730682004	-3.25589890589732
-3436.21710155625	48.9133556196466	6.04830393052218	36.8727350527156	-4.46967842472376	33.90125957252	-4.49368835905731	32.2063032058643	-3.84222311291625	30.6530184596097	-3.57818750823175	28.6356305177429	-3.25221987582847
-3431.65340422187	48.819626939483	6.01633077017901	36.9453514001375	-4.48843005016827	33.743723059162	-4.50240196484533	32.2310548903599	-3.82928073014062	30.6747802652565	-3.56288037581756	28.6265740525506	-3.25920541516143
-3427.08633547649	48.9952970268205	6.02221780166785	36.8907540440914	-4.53467234320761	33.7035809134088	-4.53854571462674	32.1904863129682	-3.82922439977623	30.6674147570446	-3.57329122298981	28.6386454764603	-3.25415929581588
-3422.51526667736	49.0372466864064	6.03611499890876	36.9058771071691	-4.50239757642093	33.8162190307819	-4.5608607612322	32.2200651732848	-3.8491204966493	30.6795291005885	-3.56279850092577	28.6676709525478	-3.27040456486187
-3417.94381817803	49.0920997215435	6.02399515432846	36.901111166339	-4.57097900301518	33.7100723137102	-4.48313124345876	32.2567955074475	-3.83361257179347	30.6906937947854	-3.57144642946014	28.6634591542376	-3.26364162266942
-3413.38112164289	48.9562315708026	6.05753702662018	36.7859184953427	-4.51306282471322	33.8025918778919	-4.49730163382995	32.2101574646487	-3.8477874075433	30.702390888431	-3.57669530923336	28.6146917216671	-3.26011238835897
-3408.81092539988	49.057024766691	5.97704680494262	36.9860936291871	-4.53865708253841	33.7570744727693	-4.54261952692008	32.1649985174961	-3.82716474215156	30.6752911813703	-3.57158322459	28.6565780140651	-3.24645451203407
-3404.23123099376	49.0658660493791	6.05911875694516	36.79275245906	-4.50923469589245	33.7134254996619	-4.56603588152976	32.1940248374342	-3.82424831722039	30.6475907033667	-3.57299127765838	28.6960660438159	-3.28852366091018
-3399.66503731906	49.0477335555479	6.03634036793959	36.9385411969429	-4.52677680541752	33.7647603419566	-4.50962445119243	32.2100648698972	-3.83311106641819	30.6769075037025	-3.56674785223118	28.6781578492902	-3.255467850767
-3395.09784473106	49.016825882718	6.01585317284945	36.9533360495275	-4.50621217801535	33.7640948136293	-4.49494987857856	32.2554062860265	-3.82728061408165	30.6994277561023	-3.57213677248167	28.6974501517199	-3.21937503301913
-3390.52889571525	49.0475392341614	6.03481189767881	36.8769632683802	-4.50802454400239	33.7248866726602	-4.50212714281319	32.20145267673	-3.85009971086483	30.6557121135441	-3.56549640062162	28.7045990948838	-3.229824775275
-3385.9580720868	49.0980540495366	5.99411698600607	36.9031999626864	-4.48961554314452	33.9372022082054	-4.5121821258986	32.2551612800696	-3.85326518773879	30.6889874768902	-3.56448700076986	28.6917396467708	-3.22286435442076
-3381.39300368261	49.0134666729718	6.05785840700036	36.8096433418846	-4.50244489220095	33.7557349187279	-4.50747965572419	32.2307830655061	-3.8438517567461	30.7073443291236	-3.56936248202283	28.7523780447028	-3.2579541356314
-3376.82842939161	49.0549450330436	6.01712386765864	36.8993474375811	-4.4905822631406	33.7986037594221	-4.54814450916778	32.265062532246	-3.83805309450587	30.6939396584346	-3.57162589111688	28.6733726001108	-3.24574739728245
-3372.26473645773	49.1481301169842	6.02043695018476	36.9230560188848	-4.48603945134099	33.7194598984858	-4.4967633620168	32.2474658095323	-3.82686184253482	30.6746989421693	-3.57252052367577	28.7188111268175	-3.23696648170037
-3367.70179035142	49.0762521298602	5.99284236981002	36.9407190184152	-4.46576969395617	33.831160760387	-4.52517662601787	32.267483739972	-3.83428201497505	30.6848555711556	-3.56320221032805	28.6781465081518	-3.27032520389292
-3363.13172423746	49.0233729183674	6.05510996392126	36.9612815125888	-4.49540235139001	33.7604217496657	-4.53612053692635	32.2327473706343	-3.82009315564733	30.6744484106019	-3.58287866163599	28.6785567791136	-3.25604783063647
-3358.57177612837	49.0620951075107	6.04831798868189	36.9334026302254	-4.51270792241181	33.836736561074	-4.51404838887718	32.2708366119348	-3.83585142909696	30.7108432451203	-3.56038877455245	28.6933550322111	-3.28358210257574
-3354.00633179583	49.1765131196007	6.06879731538935	36.8733173671221	-4.50882143870093	33.7982235577844	-4.51422122542861	32.2536608310595	-3.82767841512322	30.7224497322557	-3.55796244225654	28.7086200831478	-3.25192028696095
-3349.44188386202	49.1885582301766	6.00900638381721	36.9189191703108	-4.50595918797146	33.8314724449953	-4.51171143159309	32.2095482232228	-3.86473582258477	30.7148273288524	-3.57761237472291	28.7344492323888	-3.25610747097772
-3344.87693930045	49.1851099506021	6.03739187242489	36.9235174873579	-4.50713524175442	33.7914617855988	-4.51173753500698	32.3707286949582	-3.8577472078972	30.820849886303	-3.57005086902069	28.6887192904461	-3.22471414717321
-3340.29698840808	48.5308603588492	5.98143545859021	37.0784265666312	-4.51482372412063	33.9095277470494	-4.50125055085179	32.4284884088717	-3.81776048583382	30.8721879107404	-3.5602221306549	28.6472900295313	-3.2194105188529
-3335.73003784753	48.83404918015	5.99316058539169	37.0269572095681	-4.48009576825917	33.8690252003214	-4.53906004728348	32.3367073514544	-3.8413508702187	30.8039009653178	-3.55677688722801	28.6723547810372	-3.23117215602863
-3331.14222954959	48.8452536426485	6.02058531452734	36.9976179233795	-4.52364087742544	33.8692609821403	-4.54240580337183	32.3516718883513	-3.84803067205352	30.8264901397277	-3.57007604814747	28.7042298861039	-3.25783250631323
-3326.57990831416	48.9306387752295	5.9756022845297	37.0935404810166	-4.52381852649158	33.8722791020716	-4.49646098847391	32.3707062133633	-3.83840337135161	30.8135255756627	-3.57153621309392	28.6820595239561	-3.21468733159942
-3322.01558485162	48.781253031455	6.03809999277483	36.9987298058081	-4.50684614617388	33.8237780739507	-4.54747886050709	32.3213505723558	-3.83204788059303	30.7769163763508	-3.56973425119297	28.6450183366698	-3.23217450149743
-3317.4410138838	48.9009243287146	6.03242047940522	37.013276716109	-4.48461440046251	33.8277096104764	-4.49565092867511	32.2934988981822	-3.83640731902822	30.8183138998995	-3.56224662390958	28.6910814814461	-3.21899654291826
-3312.87169522606	48.8973510740325	6.03874341671649	37.0604224776584	-4.52671408220156	33.8751848694826	-4.48304292109993	32.3649764795302	-3.8214225273992	30.8135672186134	-3.56668123824803	28.6604649196485	-3.24857815776465
-3308.29987331294	49.0078195668757	6.04504800197707	36.9657793349629	-4.48929596031702	33.8787959513208	-4.51550599743727	32.3772426236867	-3.85055975272106	30.807818769513	-3.56531388734526	28.682904865476	-3.24806928162054
-3303.72655208688	48.956446797587	6.03982130864289	36.9373241414983	-4.54754147664341	33.8101760921024	-4.47121954469376	32.43730861267	-3.84196348539695	30.810152053765	-3.55721061422975	28.7035418073753	-3.24458860757689
-3299.13886071648	48.9790114173666	6.03162824322293	37.0726675521937	-4.45281567897661	33.7891686540986	-4.53200140355756	32.3932310832308	-3.84550136513686	30.7768403895346	-3.57137368454665	28.741646796687	-3.2228866863318
-3294.57266264129	49.0556958150119	6.01350957456582	37.0803068038431	-4.48661722287518	33.8991807301483	-4.52351590764491	32.353260203123	-3.8429230489616	30.8324217108536	-3.56264499329362	28.7150415116604	-3.22475356537766
-3290.0048420392	49.0572586935014	6.03540544436742	37.0412480539685	-4.47859914309925	33.9522650127253	-4.50468506626107	32.3963521346361	-3.83158251009181	30.812928036615	-3.55750416527238	28.7600910327161	-3.22834841728786
-3285.43838747777	48.9458115426823	5.98904848962518	37.0953489374724	-4.48957790169207	33.9794511054599	-4.52927190561528	32.4201213845097	-3.85123988443319	30.8753834043262	-3.55590247359466	28.6978565903738	-3.21500666127309
-3280.85320062004	49.082879669033	6.05431088142381	37.0891926729787	-4.47962115560058	33.8155740392351	-4.55463668957572	32.3322950537629	-3.82732712674918	30.8421609285126	-3.5815041255349	28.7084460220064	-3.21638470672968
-3276.28450431861	49.0549124283716	6.02883233594109	37.0378599049259	-4.48055148005924	33.9922104847571	-4.53080118939434	32.3879829889872	-3.83122361938245	30.8536368773364	-3.56161699034341	28.7094029447759	-3.24142128236404
-3271.70293215662	49.1288213068619	6.02160292580793	37.1725943088886	-4.50001457951849	33.8901553553485	-4.49993184477012	32.4134753910468	-3.83784603263425	30.8427799235763	-3.5629278328214	28.7552943861807	-3.2440824985652
-3267.12499103509	48.9863221421838	6.06391625197385	37.1673716412593	-4.48367662203356	33.8994635146998	-4.51557114862681	32.3600515797645	-3.83944710070841	30.8661516904151	-3.5648295731893	28.6991761633809	-3.24257374167819
-3262.55091795232	49.1802683547139	6.00907107005485	37.1238461180633	-4.51275715051367	34.0021358174228	-4.53195481574367	32.392237893164	-3.81894358297024	30.8320324594095	-3.56462434652261	28.758876306989	-3.26414704278826
-3257.98433640506	49.1728963544592	6.06057219773725	37.0511579607037	-4.48602364085821	33.8740654078267	-4.46186073357794	32.3729920674561	-3.84247165257781	30.8741106646906	-3.56847148069557	28.7668415682748	-3.2303164063294
-3253.40938196518	49.0577122364193	6.04716808183689	37.1115407906827	-4.47738333661258	33.907278761729	-4.53398140444035	32.4486421431727	-3.82683022485718	30.8852840619932	-3.56391394006998	28.7865348460511	-3.22944373614173
-3248.8423295645	49.0492018228397	6.02838961502771	37.0936575495061	-4.50117472529573	33.888197361394	-4.5233359740592	32.4074206863044	-3.83579069876587	30.874269535904	-3.58379736598959	28.8109659608982	-3.24949642035175
-3244.27201136481	49.015725268051	6.02364232867272	37.0809292843301	-4.47228108060958	33.9520367925013	-4.52672406598146	32.347815135751	-3.82630466942681	30.843931424053	-3.57225108338372	28.6826356265543	-3.22065983626698
-3239.70669150352	49.0645465906709	6.0382885419612	37.0571103642737	-4.5209617480129	33.9663195100567	-4.51996615581996	32.4132615104229	-3.84540728382641	30.8808440813734	-3.56106440878968	28.7366797662104	-3.23245855164688
-3235.13762367424	49.1270443992689	6.06307161134605	37.117836769085	-4.53077453727409	33.9753331449771	-4.53377962613172	32.392068470154	-3.81868722582401	30.8951317261638	-3.56511541829636	28.7395864395445	-3.21221448441832
-3230.57042354252	49.2279314994812	6.03440908205811	37.0278344011908	-4.54481285658205	33.9269231607161	-4.54829182354982	32.3835613269805	-3.82785830498452	30.927624211475	-3.57070739366505	28.7225762587569	-3.22496679394501
-3225.99360454828	49.0174499973655	6.0383779237835	37.1273585303729	-4.43894729798607	33.9075774465643	-4.53257005330037	32.3835945555054	-3.82801288634398	30.8744519203222	-3.56302192160151	28.8072933631376	-3.24057829894732
-3221.40989814419	49.0674025854096	6.03506995413589	37.1222894899902	-4.49825486860826	33.9440746073567	-4.50169213052349	32.4549294018231	-3.814534342984	30.8884423457232	-3.56495879309239	28.8007501359203	-3.23521272755398
-3216.84333734214	49.1962597938254	6.01613481982223	37.0948033401478	-4.47110379372331	34.017225802406	-4.55407944824365	32.4558450803072	-3.84383508212549	30.9132639251796	-3.56727354869024	28.8164795707086	-3.24435863815759
-3212.27276768535	49.1985725658014	6.07053180842972	37.1905704004425	-4.51231085731792	33.8945224975193	-4.50580319916913	32.439224228254	-3.84900795752423	30.8736385992154	-3.56517665810276	28.7691176319178	-3.23994715211872
-3207.70707818214	49.0880298344418	6.01636744408931	37.0444771598136	-4.44174685719614	34.12047013314	-4.55956296482723	32.4523189291269	-3.84770346554217	30.88220000343	-3.56586586248304	28.8504488009809	-3.23784791147856
-3203.14062802121	49.167126246728	6.0450865326017	37.0842348902529	-4.50254749026437	33.9557518412314	-4.527245004024	32.469995153793	-3.81516271730289	30.8696516941966	-3.56940827427154	28.8180821601151	-3.23011632371506
-3198.57793148607	49.1415151273832	6.04963882187717	37.1397352926788	-4.46067293189342	33.9870953646443	-4.51112143542111	32.4728567632094	-3.83198465204776	30.8920722487221	-3.56842101599289	28.7917967854088	-3.26419021495847
-3194.01085959747	49.0335479527712	6.01656932373207	37.2038753796724	-4.4635694364061	33.9371908915184	-4.52612844309883	32.4224162495472	-3.85930644673656	30.8784501427724	-3.58410002238735	28.80437737861	-3.24972351736872
-3189.43016627803	49.1025353539735	6.02300023840836	37.2334468588588	-4.45291104363597	33.9585315679157	-4.53782923902015	32.4353191171287	-3.85497167754117	30.8829688636113	-3.56223107804927	28.8472664927405	-3.26324082025403
-3184.86771805678	49.2049672557041	6.02991424475265	37.1067622962451	-4.4843406696393	34.0074252982578	-4.53624039529129	32.4565346432493	-3.83029405232013	30.9301895200527	-3.57407049606443	28.839412206498	-3.24325810134079
-3180.30076938216	49.1854320978746	6.05351634255389	37.1461476385948	-4.50391870456628	33.9821558666369	-4.52603298026685	32.4517763895558	-3.83337063339457	30.9176277707996	-3.56208183978498	28.8916648865612	-3.22901835752216
-3175.73132813908	49.2740510161966	5.99542725770538	37.0355469057072	-4.49570104035752	34.0955789391839	-4.51169069396264	32.4112881049425	-3.83538937090369	30.8891606346749	-3.56470002846857	28.7853130537866	-3.23593424834939
-3171.16363389418	49.2542585963383	6.06797582082486	37.1969572895873	-4.47724126950181	34.0614766021215	-4.48875933652727	32.4246869747041	-3.82374306619247	30.8971682173658	-3.55934892649413	28.8054693180917	-3.21799691552618
-3166.59568504896	49.1703494861722	6.1105935237557	37.1484376204867	-4.48917034690587	33.9844257798934	-4.48592279604802	32.4310322127082	-3.85741859742773	30.9503521148679	-3.57288822481984	28.8920898324574	-3.2542445956697
-3162.01149333268	49.2930080629885	6.05074408141222	37.1477642873037	-4.44736782783725	33.9934660156211	-4.48552936954488	32.4503923452237	-3.82917200914192	30.9340663965525	-3.56446220993876	28.846821790614	-3.26219585150918
-3157.44579628576	49.3104010531679	6.03028777656839	37.1950783798206	-4.46997451427328	34.162513444289	-4.50290848102933	32.4593200076817	-3.83799308929856	30.9705007655073	-3.56547214968369	28.8977496362055	-3.2479805786401
-3152.87935178261	49.3434666302055	6.04957538670435	37.1784460234499	-4.47182195155489	34.0561681610486	-4.51689073847581	32.484139988456	-3.84000243406226	30.9567015203486	-3.56361430306827	28.8956401573852	-3.25815581648669
-3148.31115399487	49.3266309117898	6.00024401012648	37.2591064970052	-4.48657197307725	34.1203030374788	-4.5410299388656	32.5508313200214	-3.84333894153594	30.9992242073997	-3.57633103912319	28.921268205973	-3.248966323266
-3143.74670920428	49.4260846674442	6.01377080398776	37.2306382718539	-4.49249184307664	34.0696324040138	-4.50104337737316	32.5265993305527	-3.85774861151057	30.9704409919825	-3.57120849136512	28.8834050347369	-3.24077627172324
-3139.17801353149	49.3061665771529	6.04805396786689	37.2510204663236	-4.49745933166029	34.0064891752742	-4.53330365878435	32.5084202172413	-3.84777596193627	30.9989717717947	-3.57602322813132	28.8816532894481	-3.23278908740272
-3134.61456199642	49.3080670097843	6.08429393438586	37.296441903994	-4.48777651922428	34.0387941476844	-4.50442881182671	32.5608287144898	-3.86052130421918	31.05376180089	-3.57100143018241	28.9234640058659	-3.25114670095595
