Time_4	F_4:1	D_4:1	F_4:3	D_4:3	F_4:5	D_4:5	F_4:7	D_4:7	F_4:9	D_4:9	F_4:11	D_4:11	Meas. Temp. Time	Tact
-2.87157853051667E-9	0	8.43769498715119E-15	3.53184148593755E-11	5.77315972805081E-15	-9.75886038645513E-11	2.22044604925031E-16	-8.64019966684282E-12	1.55431223447522E-15	-3.78299169767615E-10	-6.88338275267597E-15	-1.1662204535412E-10	-1.11022302462516E-15	170.694513716735	24.9202038840233
0.0761490635729078	-0.0109297530725598	-0.0152487372748653	0.039754514928366	-0.0401641415653216	-0.0795716912532951	0.0130058566539051	0.0105209456933153	-0.0119041882206956	0.0271962471661533	0.00149484726356541	-0.0245213306572871	-0.0467396323081186	171.694496977143	24.9095941436382
0.152402275164301	0.0750336954370141	-0.00434378106921551	-0.00497652959271999	-0.0211371045482678	0.00559217547534008	0.00328818725552105	0.0433858515871179	-0.0149083591775094	0.032581080614869	0.00824428370199137	-0.0242349337260996	-0.0192889535243392	172.69448463805	24.9095941436382
0.228599422300855	0.128704614937305	0.0214956662378625	0.0317226313407746	-0.0511206669835302	0.0261171183503395	-0.0139733189767239	0.0775785467367314	-0.00225924764028052	0.037319153996628	-0.00182660366190368	-0.0971235302174385	-0.0209412308431223	173.694503102452	24.9223258321003
0.304846368419627	0.038889336399734	-0.032543967738937	-0.0636132297060312	-0.0586576594872326	0.0426859906830943	0.00333585431380379	0.0757465362462426	-0.0151813898054753	0.0137726826329123	-0.00327671706123289	-0.0463999192636286	-0.0425581467794143	174.694418469444	24.9095941436382
0.380972520836318	0.0378549704328179	-0.00959733599142121	-0.0189989879374179	-0.0580242227496739	0.0898741788184454	0.0475794972108761	-0.0132664697598557	-0.055410717471075	-0.00670739715037083	0.00163784670196088	-0.049005987408443	-0.00656990114855316	175.694416817278	24.9202038840233
0.457132012272874	0.0383540065959096	-0.00632791146556722	-0.0977000419936003	-0.104048488962115	0.0360168485855867	0.0303811716374869	-0.00978524025867955	-0.0412391136880201	0.0282279919775243	0.013172264163835	-0.047155618106651	-0.0262486939867739	176.694368645549	24.9095941436382
0.533306224426875	0.0679547991603613	0.0112476203589238	-0.0664046133203255	-0.0464478372900827	0.0747111401476106	0.0114282533334633	-0.0010616864565236	-0.020313700729828	0.04965689409351	0.00487092832883484	-0.0249126893365677	-0.0239065086492343	177.694354420528	24.9095941436382
0.60949688606585	0.0872277487069368	2.56332733186149E-5	-0.153666617313472	-0.0573411698347797	0.0578772931314235	0.00963256107417032	-0.00598239048076721	-0.0346480664769599	0.0641655040640723	-0.0139777055605845	0.0198749790327135	-0.0355206553476546	178.694343338721	24.9095941436382
0.685727267448479	0.159652831964195	-0.0428109875097022	-0.0869660942150103	-0.0761666479778511	0.0714243664362586	0.02466674018703	-0.0290729084272243	-0.0217859586913234	0.0268126060091669	0.0071695446668445	-0.00604796218088022	-0.0122631262768647	179.694326599129	24.9308136244083
0.761822218230614	0.167333284392953	-0.0289030994749084	-0.183487025364381	-0.0986812819255873	0.100522661111609	0.0626189363161702	0.0101436174254559	-0.0298868690849743	0.0444266966174434	0.00335444577972788	-0.0371218629668213	-0.0425728078947867	180.694297286682	24.9095941436382
0.838569186783085	0.193006822839379	-0.0732909832151933	-0.113714506193143	-0.0397010114787917	0.148594146869255	0.0180499863351147	0.0346776523674635	-0.00298235669357738	0.0484162333464662	0.00251043835671561	-0.012729727525518	-0.0390894523951755	181.694272374734	24.9095941436382
0.914751634156952	0.166950238868594	-0.0612422953265566	-0.104527726734129	-0.0331543157304508	0.179171896628032	0.035204648992192	0.0867322300073283	-0.0354564600174554	0.0470272870057267	0.0111959072923542	0.0296324158446375	-0.0319589260175104	182.7730849199	24.9414233647934
0.990979804812619	0.191620795056224	0.00175491494190672	-0.077454203083259	-0.0789104652005164	0.229491189024611	0.0318369513252323	0.0566471431848186	-0.0320255743595068	0.0427876756780785	-0.0235811495390761	-0.0448004807751452	-0.0391315398427861	183.694218778983	24.9350575205624
1.06715602862338	0.192554800771177	-0.0526590660493782	-0.139197586689686	-0.0410243451716155	0.159198533646031	0.00693820745848961	0.0873018130573655	-0.0635203879011625	0.0280475273257759	-0.00227689084152138	-0.00548221114807101	-0.0322974201438353	184.694197638892	24.9095941436382
1.14330308341111	0.385351720266044	-0.0519152217304311	-0.0433300168207706	-0.0785321087479018	0.0915252081073961	0.074234227809882	0.0621984898957635	-0.0389193157376424	-0.00137731470744651	0.00580957343135702	0.00127973057194386	-0.0201649249796116	185.694177756086	24.9350575205624
1.2195167952838	0.37605831772089	-0.11261055404548	-0.0733678228799972	-0.0601730327224117	0.121152490279838	0.013016985370655	0.109406677731386	-0.0272661800351399	0.0400990724092987	0.00297126351394916	-0.010165488971986	-0.0435769015312115	186.694157244638	24.9095941436382
1.29575139905016	0.285748649388552	-0.0294728634148016	-0.00935483037361973	-0.0763835695930424	0.124591489783779	0.0358252854243519	0.0482023698855301	-0.0283523034182294	0.0351543902880218	0.00349918145209238	0.0212246124226774	-0.02667187700152	187.694133589976	24.9095941436382
