Time_4	F_4:3	Fit F_4:3	D_4:3	Fit D_4:3	F_4:5	Fit F_4:5	D_4:5	Fit D_4:5	F_4:7	Fit F_4:7	D_4:7	Fit D_4:7	F_4:9	Fit F_4:9	D_4:9	Fit D_4:9	Fit L1 visc u 	Fit L1 shear u 	Fit L1 Mass u	Fit L1 visc l	Fit L1 shear l	Fit L1 Mass l	Fit L1 visc 	Fit L1 shear 	Fit L1 Mass 
-2.15135514736176E-7	3.56230600573326E-11	3.03164900590976E-13	7.14706072102445E-15	-8.13151629364128E-14	8.84945450252417E-11	-5.45696821063757E-13	-1.90472637662253E-15	1.89735380184963E-13	-1.41620302290812E-10	3.57301489982222E-13	-2.96290769696839E-15	-1.35525271560688E-14	-6.77060352227699E-11	-5.05274834318293E-13	1.70783526209917E-15	-9.48676900924816E-14	1.34143444723944	0.0262623224072582	4.607739748828E-9	1.15646331880465	33.1855227687624	2.72637563107075E-9	1.02608242203804	0.000142028483663136	1.07062402615517E-10
5.30427221115679	0.0292864032445941	-0.0157319867316043	-0.0377659734976347	1.62195079144844E-5	-0.0278080239006151	-0.000316392356717188	0.00989781330465954	3.41938857870844E-6	0.0326068985321279	0.0154007177192658	-0.0127414789994192	-1.53865414875311E-5	0.0213715756254318	0.0314318636400862	-0.00509955051428619	-3.96799158743251E-5	1.05638695951089	12.0492797845678	4.18248059064929E-5	1.49624986832098	17.2541086895476	1.09663549781973E-5	1.02061984321911	0.000594879101638504	27.3661789529568
10.6091764234006	0.0201754533110652	-0.0191887330408917	-0.0729222967783513	1.87375822594416E-5	-0.0498824453959053	-0.00381169212027999	0.014793640693595	6.79570768690081E-6	-0.013966606273437	0.0118657960415801	-0.0111799522882764	-1.12501310757475E-5	0.0390541329302836	0.0278563516666913	0.0194715726537015	-3.48274949190427E-5	1.00001014787638	21.9133485320748	0.93442180727473	1.00003883262245	67.8760041166499	0.295511376812143	1.02296492716866	0.000594281610173954	27.356827815054
15.906944911927	-0.0688006548478661	-0.0291177702081313	-0.00816744160319867	2.58226796336861E-5	-0.0929140470036138	-0.0138981851049266	0.0219149350606623	1.63938629652808E-5	-0.0205006866937885	0.00161792161078925	-0.000548568984345486	6.21704334606392E-7	0.045708429414441	0.0174434083666913	0.0101768087186417	-2.07730464638544E-5	1.00001014787638	21.9133485320748	0.93442180727473	1.00003883262245	67.8760041166499	0.295511376812143	1.02983046359261	0.000593490289787571	27.2478364691772
21.2013426180929	0.0226250570623669	0.0123597607683526	-0.0676935068055328	-4.84032632768264E-6	0.0141894624523964	0.0282208592669576	0.00543756481891742	-2.5060000027801E-5	0.0601807118171444	0.0443946947314089	-0.0220516287410846	-5.05738060886099E-5	0.0565073953053401	0.060893063860274	0.0147926182185944	-8.12995246075648E-5	1.00001014787638	21.9133485320748	0.933488318955774	1.00003883262245	67.8760041166499	0.295216160651492	1.00207747103357	0.000592652169852375	27.6759400267424
26.5129934241995	0.10296564925299	0.00428708507138253	0.00815620011179168	1.16337295428658E-5	0.0638983272904632	0.0086609287588999	0.0222711840281685	6.34477615845536E-6	0.022048479602551	0.0131238981532533	-0.0186693792635169	2.80785530731246E-6	0.0278060261721807	0.0176789209328692	0.0241203253806663	-4.0485851975601E-7	1.00001014787638	21.9133485320748	0.933488318955774	1.00003883262245	67.8760041166499	0.295216160651492	1.00000153304348	0.00576495200593721	7.60010626651228
31.8212772198021	0.0144822517142238	-0.0113457756964787	-0.0326726286266634	1.36274884063835E-5	-0.039746224791724	-0.00716414431690282	0.037913073298453	9.78484448414113E-6	-0.0406714594079978	-0.00289768869853495	-0.00463026198258672	7.36636879966612E-6	0.0178116137104156	0.00145655130482838	0.00586884148272475	5.15011557705725E-6	1.05292722492242	21.7594540308654	0.906800502008457	1.43553835101142	62.5460114395079	0.281713468526576	1.03807414173426	0.0056584430491709	7.53822342399341
37.1269188299775	-0.0102604068459478	-0.00765610731468769	-0.0395511654616527	1.31397268011892E-5	-0.0407799339897785	-0.00344724685523943	0.0376996562743538	8.98308662698744E-6	-0.0359519434116129	0.000847086262280884	0.0114401078600933	6.32468038987317E-6	0.0264756198708314	0.00522983257355413	0.0230078630431495	3.89821898719167E-6	1.00001026910055	35.2368136016361	2.77051719805121	1.00015728459626	75.2420743096587	1.41935744229519	1.0288525742172	0.00569344720606747	7.52095308727448
42.4273238461465	-0.0197612226896418	-0.0138370242091999	0.00802553621722528	1.38345691510795E-5	-0.0129939592486146	-0.00973409317307414	0.0241572945452314	1.02445033521841E-5	-0.039572277381206	-0.00554798227910526	0.00365929199983542	8.03046557474197E-6	0.0138613721711012	-0.0012757635348761	0.0284265844118909	6.00676196879212E-6	1.00006319039368	41.5292994473734	2.87244902605558	1.00002107916464	87.435113048688	1.52664262506677	1.0448739751698	0.00568019342141748	7.444031429173
47.7203517397866	-0.0984448045135942	0.00180259506487346	-0.0614810276629143	1.18236665033397E-5	-0.0277691721027615	0.00615530486720672	0.0433111480849372	6.80968484183773E-6	0.0122745621063467	0.0105966435250074	0.0135496083048678	3.46701027533359E-6	0.0377873429970863	0.0151295515689122	0.036778688970175	4.18301949068473E-7	1.00001271535831	80.6426002228668	0.832539114185057	1.50086169004727	57.1349529307489	0.794865336413676	1.00583348235645	0.00567010111067608	7.60677753125487
53.0261285081506	-0.135895638380891	-0.0249628679246901	-0.0483414491925131	1.50829442522888E-5	-0.0259570567911389	-0.020939380442087	0.00562487338438964	1.24379009695808E-5	-0.0408709806344752	-0.0168346011040999	-0.00169926112994586	1.09299090096529E-5	0.0175250031202781	-0.0126455465217785	0.00730953285227713	9.51800937327649E-6	1.43005059286016	69.1283727166254	0.765147229488124	1.49936232771955	57.1349529307489	0.794865336413676	1.07409840308592	0.00549310118364755	7.50093105963547
58.3205306148157	-0.0425461511702743	-0.0370172867195227	0.0161284703430696	0.0323308861906689	-0.0907691500194225	-0.0235241297839366	0.042315139724847	0.0232284052453834	0.0189864591473332	-0.0166935523796902	0.0107826393218856	0.0191740839586209	-0.0138922069485885	-0.0115389667573456	0.0196374475664118	0.0169461484733109	1.00000839415764	75.3539063739601	1.76228965057223	1.00027233006431	63.1409095904836	2.36108645728617	1.06090320515007	20.9267549722595	6.44441209382427
63.6266776537523	-0.0641317230605019	-0.0447967647003225	-0.00892002594522263	0.0321585071949343	-0.0545624955600026	-0.031398544213971	0.0208521236617666	0.0231003546354459	0.0176087031052583	-0.0246044042940282	0.00505013582366291	0.019067719160765	-0.0294462343735573	-0.0194706371157736	0.0329424574132861	0.0168521695396399	1.00007814639658	97.1727504737531	1.78459978347644	1.00002607728757	79.5754029481634	2.04785285348144	1.08451288765541	21.3125019223586	6.57413069890011
68.9305886104703	-0.16550566500867	-0.0336247453854715	-0.000527870174941783	0.0433027222441899	-0.031761577636825	-0.0142525739330267	0.0151698408104134	0.0313941751294944	-0.0248576308287858	-0.00498532484711437	0.0178949220440471	0.0259901924652272	0.0368836678713309	0.00168398426381423	0.0337141706698691	0.0230004569986523	1.00001693140226	51.3510900350995	3.41766878012138	1.00002891007339	63.2333710664589	3.0945168263378	1.01814883256452	23.0322149026755	7.35518876239482
74.2297275401652	0.0174823527888002	-0.027921173803558	0.0526922081725801	0.045157620890058	-0.000258721322733635	-0.0075654749208752	0.031173074590013	0.032772539083068	-0.00873586762528536	0.0021212798398145	0.0335680941399771	0.0271398595537935	0.0503927079490099	0.0090588012979222	0.029832137363984	0.0240210029692597	1.0000015696039	35.0497540273075	4.79938648960397	1.00000411388332	30.5464500043029	5.72597592332982	1.00000067221687	22.938760692447	7.44536034884191
79.5205067787319	-0.0348025752499161	-0.0717804500501795	0.0282023584343918	0.0573360412053632	-0.0508763915901902	-0.0340100854788943	0.0302125507905922	0.0450931889106122	-0.0255218000636097	-0.0178064212622238	0.0384866907832985	0.0384079442935684	0.00179768429694052	-0.00802952032831349	0.0452130273699271	0.0344549068813767	1.00000817686483	42.209610655445	5.86836186856716	1.00215765331362	46.0108477741075	5.6484773662646	1.00118042316865	42.0830949651845	6.09633891043596
84.817916312255	-0.0586918964625802	-0.0829566362587381	0.0110730281729801	0.0515581852148634	-0.1028798385566	-0.0436246426766047	0.0726028318410651	0.0429222343627266	-0.054459584752488	-0.0261976176181763	0.0136478098147818	0.0373657565569722	0.0240106159763458	-0.0159745804931441	0.048574653570272	0.0338847376224428	1.00002657131015	47.5183377031041	5.23608843139442	1.00198504176797	57.2289455857029	4.76895160228892	1.00001260557241	53.530439216042	4.88186164972708
90.1266785049811	-0.108671594996697	-0.0733675651064611	0.0225366704736772	0.0470387237869077	-0.0859690806871178	-0.03809152474455	0.0293493402021719	0.0388517241393797	0.00187081084394488	-0.0225587254478147	0.0353050433578345	0.0337165957120679	0.00526582691241531	-0.0134296477994111	0.0338495295334144	0.0305277114291859	1.00000365906181	50.9278647999069	4.36581675521885	1.00004555893059	54.790473887708	4.42210373511842	1.00005903450896	51.9561136471973	4.50652097238388
