Time_1	F_1:1	D_1:1	F_1:3	D_1:3	F_1:5	D_1:5	F_1:7	D_1:7	F_1:9	D_1:9	F_1:11	D_1:11	F_1:13	D_1:13
-4255.24705942441	19.4548572264612	16.462852383103	19.2870329187294	0.0285887006104297	19.7913028922822	-0.244511267240044	19.4710120021143	-0.238747828418934	19.6552074893419	-0.255872581449835	21.8167567840376	-0.224955926099877	16.2764678883182	1.74643824362789
-4249.88696352299	19.5824408251792	16.4348667504191	19.5996455342552	-0.0181626402178786	19.7672247883821	-0.259783381280373	19.5929787472862	-0.260629565481762	19.8450905782418	-0.280786916743337	20.9778217874489	-0.463120728305977	18.4670592178837	0.427737923680593
-4244.53467536438	20.0735519789159	16.4187974496244	19.7959999998143	-0.0631403836155307	19.9723294352139	-0.326220639577388	19.7479249084542	-0.301737967889122	19.9944730602145	-0.298102660897057	21.4723127644868	-0.465337212128315	17.9946754854773	0.515856108679512
-4238.90690715704	20.1157634900883	16.3245845258426	19.9110754526882	-0.0827502008045663	20.1590752941516	-0.333855713887305	19.8916179958107	-0.310003559176448	20.1728185906116	-0.318566595567232	21.452119073206	-0.498067523583312	18.2778617503869	0.525388755816164
-4233.55676392745	21.6069524250925	16.5037151177617	19.971343376088	-0.110177857241252	20.3244162705683	-0.335505311670191	20.1108254508156	-0.342556497975406	20.3243897551404	-0.319849256909122	21.6514770853949	-0.463830209938731	18.2810962491626	0.542980019393494
-4228.18936068285	19.922296426259	16.016118777777	20.2009865347027	-0.124009341557196	20.5671842557336	-0.355079961405368	20.2527091785111	-0.332047156396496	20.4355763191091	-0.343292927723211	21.8444222893925	-0.481632351226093	18.7098556675906	0.52805837415431
-4222.82934273314	19.1321626892313	15.6532254605507	20.360715003409	-0.174531900140904	20.5508183491375	-0.322447027203212	20.4160790065477	-0.344402600899895	20.5611776413956	-0.351560950327665	21.6742679901443	-0.500057954567108	18.8622024396605	0.520303938943966
-4217.46118323132	19.2090017236769	15.5334895670495	20.4789005254438	-0.177574778313028	20.8893546764699	-0.345929120172586	20.5796893318759	-0.353093669965216	20.6943805013205	-0.367101576491918	21.8885777624517	-0.528727745947645	18.9580869530574	0.436728863775384
-4212.10666967742	19.4856106331572	15.5325223198521	20.7717223816594	-0.182282900234453	20.8787746851291	-0.378108542413075	20.6787396291445	-0.362372572097837	20.8251719212306	-0.392691457404565	22.0946608664661	-0.548611269762428	19.1299441020392	0.343947998714012
-4206.73784067109	20.7787002054974	15.7744646971269	20.978556934469	-0.200550808826859	20.9539186258759	-0.386509946571566	20.8745463506359	-0.392875210006747	20.9818995878866	-0.403154957153673	22.0899618089895	-0.578704284110454	18.8863477505488	0.3618327654014
-4201.36786250584	20.3271966883913	15.5963554412568	21.0508331107326	-0.252926938915505	21.3070895378438	-0.38227666749343	20.9205013316566	-0.409738689239288	21.0836667247057	-0.409461801280456	22.4088003775635	-0.590026499581352	19.3632060357327	0.299098589857377
-4195.97735412605	18.937385215424	15.0580673406679	21.0515645857631	-0.176113486099451	21.4175463755574	-0.398326414538916	21.0779307500499	-0.431979463738284	21.2593817481505	-0.423390643869637	22.3674769880443	-0.614350493280593	19.4283090106888	0.175385660426867
-4190.56694228854	19.0957558518276	15.0232641378736	21.3115474765232	-0.260288930447314	21.4558309917298	-0.416099609633123	21.1865048999141	-0.445730304415361	21.3322894393508	-0.43658467068522	22.3821901433191	-0.655172038257685	19.7750798932953	0.174880989390272
-4185.17591402121	19.2617679303512	15.0940657463502	21.3718787236489	-0.270762457945933	21.7544228431726	-0.470227886162108	21.2918675610969	-0.474154570394927	21.4830118693352	-0.456678453638502	22.6061462067089	-0.643736989951517	19.6305009653106	0.160381830999893
-4179.69969837647	19.6577497702092	15.1185997184845	21.5280243478446	-0.330274617334181	21.8212696638849	-0.44758192144498	21.5094369538039	-0.48135430286477	21.5855139239732	-0.467516410954742	22.7849950930634	-0.640979607890738	19.8591627873225	0.146901095219091
-4174.28949839156	20.6667215684429	15.3950170950317	21.7779947659351	-0.342429456225472	21.9134895903017	-0.406959896415275	21.5374762495623	-0.482135819391584	21.6875487320065	-0.471357608547008	22.8059333384733	-0.680104465935113	19.7668082117203	0.127176788546092
-4168.91971699148	20.0879284637049	15.0025464731856	21.8035788545735	-0.295724840353939	22.0583123621487	-0.456874333772889	21.706349041304	-0.486782752038064	21.7737029288317	-0.490090504010082	22.853027955174	-0.681614191697132	20.0834711846565	0.122758978204286
-4163.55040707346	18.7846689093858	14.4521872290198	21.8407445000835	-0.355045750767045	22.195645207628	-0.496998139519933	21.7441836920077	-0.50317978904823	21.8819007528262	-0.502373501644213	22.9832630263834	-0.644437512599776	20.116315177344	-0.0567572739582567
-4158.18602382857	18.8459887243807	14.3450020870577	21.8871488630502	-0.3971976906529	22.1617827271071	-0.537344773496118	21.8445821186171	-0.508773126001526	21.9824605214038	-0.513612851527724	23.1545337951341	-0.695413511260536	20.2463701578604	-0.0789198522422248
-4152.82052537147	18.997825756669	14.331704293145	22.0829983059048	-0.367037034210495	22.3717378360176	-0.498532789688612	21.9718811059544	-0.534491875217125	22.0833030113684	-0.526297088442404	23.2792711777463	-0.697534991831727	20.3086854883427	-0.218884880543899
-4147.4597461354	19.8702755002305	14.5364880859342	22.2476875083871	-0.418128368523509	22.5140945170966	-0.558402001984165	22.0596914232749	-0.55701702144776	22.1868507491984	-0.540763853311914	23.436286044868	-0.693779002710808	20.3818015839361	-0.18283689647018
-4142.08447102644	20.1993929734454	14.5800644521702	22.3674714413514	-0.391385941338155	22.5779986468102	-0.589592399068879	22.1532546521205	-0.537732183994831	22.2742813265098	-0.537156740855819	23.3704368050146	-0.718480543891697	20.6212784847703	-0.180504575172849
-4136.72865366749	18.539116374217	13.6719762461838	22.3156824090561	-0.444397944740798	22.7028276388493	-0.596107591554913	22.3085227730992	-0.556700545292924	22.3846779583995	-0.543063759084062	23.4545409027171	-0.715993964164109	20.895387158861	-0.171013742737971
-4131.35843158886	18.6065895948559	13.5431390681293	22.6351423701622	-0.444222721032231	22.7856931117322	-0.522446623913383	22.3775245658964	-0.574834329130721	22.4226610886493	-0.56891021935334	23.4195364420409	-0.712953667289991	20.7831382595892	-0.223738275486669
-4125.99880968407	18.8791390415281	13.4606879792863	22.6129244277604	-0.492740229754288	22.8828411121809	-0.543279701404787	22.4518985785455	-0.559149710491437	22.4887339044715	-0.57857662112839	23.5200982884269	-0.75243129047028	20.8046044225044	-0.256063076322578
-4120.62625471223	19.1733549544588	13.550273151233	22.8163327733405	-0.491760802423767	22.9489148472395	-0.646308261390702	22.5425465271848	-0.574881549036246	22.5874728513198	-0.586631651894861	23.6774971679549	-0.748437545985691	20.7933021295844	-0.249814505960745
-4115.26764806546	20.026554569602	13.8678536835815	22.8453050402036	-0.508354453418446	23.0429048743987	-0.563411307037443	22.61773145464	-0.5558366372786	22.6376626162831	-0.599678607292047	23.7931691914139	-0.750224455134113	20.9571595947646	-0.255295674938611
-4109.88933284022	18.8754652068019	13.0985198430712	23.000389485655	-0.543988331185415	23.109538954213	-0.615073198892917	22.7655136728833	-0.626863430978642	22.7542242517842	-0.606669321760605	23.8569412500363	-0.784487841264944	21.0475705929989	-0.234477481414248
-4104.52705617715	18.817879489623	12.9277855332888	23.014130606351	-0.523802734825308	23.1117224817122	-0.623018792883885	22.7940294119837	-0.583985277963731	22.8013324201873	-0.612571584683649	23.7694322884779	-0.79362496507947	21.2898279633974	-0.246205228354813
-4099.16089827381	18.846505603753	12.90916028665	23.0531923134854	-0.556733730346861	23.1177474987649	-0.611925570987823	22.8902045663887	-0.625547191178211	22.855004265319	-0.612592363864876	23.7334876715479	-0.788170795195778	21.346757404423	-0.467777050601657
-4093.81126298755	19.0901589104906	13.079425065219	23.1087191617466	-0.589965672786389	23.4642294836191	-0.628893340452395	22.9842695226536	-0.625694714978377	22.9786250527471	-0.617905910636735	24.0544618860584	-0.790728710582083	21.332672615381	-0.4942665304759
-4088.4283171799	19.7695925422013	13.4163233169653	23.4304239312537	-0.551145271088769	23.4361070063856	-0.665396456713596	23.0237254771712	-0.625442546937902	22.9626797572544	-0.631631689790622	23.9929774896007	-0.84805841351341	21.2527894841105	-0.418202456826537
-4083.06857897621	19.202424726449	12.9497926079194	23.2341983874371	-0.549887391661867	23.4899981004142	-0.668094323222805	23.053671141279	-0.637752955287976	23.0977383415669	-0.633094062817334	24.0787776096997	-0.829381339044087	21.4732398498832	-0.448558565218337
