Time_3	F_3:3	D_3:3	F_3:5	D_3:5	F_3:7	D_3:7	F_3:9	D_3:9	F_3:11	D_3:11
-1.20140612125397E-7	3.56212837004932E-11	9.22872889219661E-15	-2.83853385241173E-10	1.83013326715553E-15	3.90433130270651E-10	3.51108031537706E-15	3.57730511879595E-11	-5.9986737799278E-15	5.27926591331607E-11	-5.18682319317065E-15
5.29027809016407	-0.0843843997411877	0.0680535184256804	-0.111241843090375	0.0176314277022432	0.00761538783016091	-0.0247966358189267	-0.0192514566557903	0.0125074782990364	-0.0954790473810625	0.040543268260331
10.5868031233549	0.069389853040926	0.0199859393035901	-0.0764917182778846	-0.00956934508672974	0.0701783654592744	-0.0197642852891669	0.0357993005407778	0.0146979515613961	0.0190307749117402	0.0155779310868757
15.8848318699747	0.126605860303394	0.0595948087610431	0.000566408499162119	-0.000932797639334683	0.0966477451227418	-0.0114212484528018	0.0478106762328324	0.017279944327748	0.016636895915368	0.0271422113780721
21.1848559286445	-0.0229955836774334	0.0871791769424796	-0.0576239998496022	0.00246001032701498	0.0505194369882572	-0.0180220764019446	0.0397658447780785	0.00835573873137574	-0.00629826020254209	0.0284748028918306
26.5023788865656	0.0417275062806457	0.0624957120204591	-0.0970901238775697	0.0383976929804551	0.0185254592627514	-0.0138715733474833	0.0181983105365661	0.0159985666941591	0.00743282659327282	0.0183750086960207
31.8077916707844	0.0726934075711743	0.0589870688832924	-0.0441695588684525	0.0440561839766947	0.0579813382103437	-0.0182456791287358	0.0413902244989303	0.00169974583912702	0.0624716058901378	0.0155160828370332
37.1045562168583	-0.0658638532848581	0.0328632635446503	-0.0335545237222505	0.0221971250189786	0.0191891697548142	-0.0212590730933862	0.0407535905995545	0.0146490836375162	0.0843724690226246	0.0195872772742779
42.4039271157235	0.149195049614415	0.0273678130857412	-0.108282938138564	0.0123856428933796	0.0770742194638713	-0.00583556780651055	0.0100476858045412	0.00731307803615633	0.06507632751213	0.00553061030384519
47.7043566489592	-0.103202675744191	0.0742155984432692	-0.096187381730124	-0.0107526095526662	0.0764394608638993	-0.0161666217123404	0.040310459039877	0.00534304302662147	0.0558682782257585	0.0168057406362527
