Time_3	F_3:3	Fit F_3:3	D_3:3	Fit D_3:3	F_3:5	Fit F_3:5	D_3:5	Fit D_3:5	F_3:7	Fit F_3:7	D_3:7	Fit D_3:7	F_3:9	Fit F_3:9	D_3:9	Fit D_3:9	Fit L1 visc u 	Fit L1 shear u	Fit L1 Mass u	Fit L1 visc l	Fit L1 shear l	Fit L1 Mass l	Fit L1 visc 	Fit L1 shear 	Fit L1 Mass 
-3.16649675369263E-8	3.53198581493075E-11	-1.81898940354586E-12	8.82627304576999E-15	4.33680868994202E-13	-2.83672085821252E-10	-2.50111042987555E-12	-3.3584246494911E-15	5.96311194867027E-13	3.9030234599835E-10	-1.36424205265939E-12	1.02695629777827E-15	2.98155597433514E-13	3.5520419938706E-11	-2.22320927100049E-12	-1.85962356624714E-15	2.03287907341032E-13	1.05873626324395	4.26539338710026	9.72360842720268E-10	1.02303309127017	0.0933837550806292	4.99665351523333E-8	1.46906313554367	41.5617430616857	1.03559117307992E-10
5.2932730326429	-0.0544862125954436	-4.41881305353794E-6	0.029004449414808	1.82031261808727E-6	-0.0508205498612376	-3.28278324559506E-6	-0.0145328842671722	1.43149741734828E-6	-0.0642316273632405	-2.76178155088149E-6	-0.0056518623134981	1.23292417670683E-6	0.0193261421746275	-2.41800833262257E-6	0.016323645906338	1.12074879812882E-6	1.06260293553199	4.88474620239757	15.5200903605707	1.02350064876121	30.5438721879537	2.79727600320585	1.21233769650762	45.3761145964423	0.000247011948373601
10.5807022340596	-0.142368144009802	-4.41439866942043E-6	0.0166464006850137	1.81849413999347E-6	0.00305489869342568	-3.27950374412467E-6	-0.000620689125330448	1.43006732757772E-6	0.0249641147753591	-2.75902253373975E-6	0.0108824415264774	1.23169246882878E-6	-0.00323843290147569	-2.41559271469467E-6	0.0247946744050135	1.11962916965035E-6	1.06412720105167	7.9568352602996	16.3054819754798	1.00893809841415	37.6156087539158	3.89853252369255	1.21233769650762	45.3761145964423	0.00024676518319041
15.8755814805627	-0.0414404266468095	-4.40998868119398E-6	-0.0191271270094174	1.8166774779383E-6	0.0643826481842545	-3.27622742588574E-6	0.0283357404138338	1.42863870148009E-6	0.10263975748707	-2.75626634252798E-6	-0.0185479280644632	1.23046203488828E-6	0.0171226470361536	-2.41317957261344E-6	0.00736875480043678	1.11851066603164E-6	1.00000106431922	3.65215615615616	4.3672934902093	1.00000986880781	9.13776660824628	1.77648514738394	1.21233769650762	45.3761145964423	0.000246518664525884
21.1849050512537	-0.00715805151973237	-4.40998868119398E-6	-0.00943851233099308	1.8166774779383E-6	-0.0645908678924577	-3.27622742588574E-6	-0.0138217417001021	1.42863870148009E-6	0.0182781649133558	-2.75626634252798E-6	0.00788968980269647	1.23046203488828E-6	0.0100771396051233	-2.41317957261344E-6	0.0251986755683599	1.11851066603164E-6	1.01867072168747	19.9534179349373	5.22912963211347	1.00000210872488	38.3668595038249	3.01602938962947	1.21233769650762	45.3761145964423	0.000246518664525884
26.489012144506	-0.125280820418689	-4.40558316464982E-6	0.0166518538253317	1.81486260481672E-6	0.0636191365266306	-3.27295460920141E-6	0.00311427657416294	1.42721148484529E-6	-0.0545258028522385	-2.75351278235446E-6	-0.00408847906054075	1.22923279357017E-6	0.023015067016836	-2.41076880532394E-6	0.0435590668110829	1.11739326016762E-6	1.00001794668137	33.7712380592353	5.70001444387504	1.0015601438285	38.5999401773528	3.9879014847772	1.21233769650762	45.3761145964423	0.000246272392133751
31.7865304332227	-0.0679161095014619	-4.40118196820549E-6	-0.0240629797963461	1.81304957483884E-6	-0.109709859923351	-3.26968488479906E-6	-0.0237972086174841	1.42578567767331E-6	0.038518992243682	-2.75076201562894E-6	-0.00351561186167157	1.22800478553203E-6	-0.00809715933014094	-2.40836041282617E-6	0.0280018372994117	1.11627700626841E-6	1.00005820753191	77.9324587328655	1.6471195097836	1.00843992919247	54.0387104624107	2.59699549677604	1.21233769650762	45.3761145964423	0.000246026365767983
37.0809727730229	-0.0193449345371531	-4.396785091861E-6	0.0263222274140932	1.81123827958443E-6	0.0177127730986278	-3.26641843457764E-6	-0.0194775047788232	1.4243613070692E-6	-0.029514344284833	-2.74801394490558E-6	0.00662610438759362	1.22677799722134E-6	-0.031872801447157	-2.40595449617508E-6	0.0261230314306412	1.11516183657137E-6	1.08819872381861	72.4070221582629	2.24928393472053	1.09317966156254	68.6410112911259	2.54843427737857	1.21233769650762	45.3761145964423	0.0002457805851828
42.3936331793666	-0.129294799605455	-4.39239276299001E-6	-0.0355797295340406	1.80942888168382E-6	0.0836878326677827	-3.26315534948662E-6	-0.01993079955864	1.42293840013803E-6	0.00557642894831767	-2.74526866763024E-6	0.00477288356822317	1.22555242863809E-6	-0.0160130990520382	-2.40355090378822E-6	0.0406552390988234	1.11404777818156E-6	1.0004405567834	73.7143265269815	2.54323862410656	1.00001120767852	69.7078449156014	2.92674635422081	1.21233769650762	45.3761145964423	0.000245535050132667
47.6927331332117	-0.182506740057911	-4.38800467842763E-6	0.068438910410359	1.8076212727168E-6	-0.0876616577660577	-3.25989540215232E-6	-0.0211104428835858	1.42151687556463E-6	0.00837156109186432	-2.74252621628485E-6	0.00950380774834617	1.22432813399239E-6	-0.0638349751274699	-2.40114978724806E-6	0.0303720941842566	1.11293483109898E-6	1.21927602938145	96.1394772315805	3.13888900304975	1.21042008580249	82.9652454739385	3.61071793036403	1.21233769650762	45.3761145964423	0.000245289760372295
